time,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255,data256,data257,data258,data259,data260,data261,data262,data263,data264,data265,data266,data267,data268,data269,data270,data271,data272,data273,data274,data275,data276,data277,data278,data279,data280,data281,data282,data283,data284,data285,data286,data287,data288,data289,data290,data291,data292,data293,data294,data295,data296,data297,data298,data299,data300,data301,data302,data303,data304,data305,data306,data307,data308,data309,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,class
157,83,-80,4,0,0,0,0,0,0,0,-1,-2,-3,-7,-3,-7,-4,-6,-4,-6,-4,-6,-4,-5,-4,-5,-4,-5,-4,-5,-4,-5,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-5,-4,-5,-4,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-6,-3,-6,-3,-6,-3,-4,-1,-7,-3,-7,-3,-7,-2,-7,-2,-7,-3,-8,-3,-8,-3,-8,-3,-8,-3,-8,-4,-8,-4,-8,-5,-8,-5,-8,-5,-7,-5,-7,-5,-7,-5,-6,-6,-5,-5,-5,-5,-5,-5,-4,-6,-4,-5,-4,-5,-4,-5,-3,-4,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-2,-3,-10,-15,-10,-14,-10,-13,-10,-11,-8,-12,-9,-11,-9,-11,-8,-10,-8,-10,-8,-9,-9,-8,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-6,-9,-6,-9,-5,-9,-5,-9,-4,-10,-4,-10,-3,-11,-3,-11,-3,-11,-3,-11,-3,-11,-3,-12,-3,-12,-2,-13,0,-13,-2,-13,-2,-13,-1,-13,-1,-14,-1,-15,-1,-15,-1,-16,-2,-16,-2,-16,-3,-16,-4,-16,-5,-16,-6,-16,-6,-15,-6,-14,-6,-14,-7,-12,-7,-12,-7,-11,-7,-10,-7,-10,-7,-9,-7,-9,-7,-8,-7,-6,-6,-2,-2,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,-3,-4,-12,-10,-38,-9,-40,-8,-42,-5,-43,-2,-43,1,-43,3,-44,7,-44,10,-44,13,-44,16,-43,19,-41,20,-39,21,-37,22,-36,22,-34,22,-32,21,-31,22,-29,22,-28,23,-28,23,-27,23,-26,23,-25,23,-25,23,-25,21,-27,21,-23,21,-23,20,-23,20,-23,20,-22,20,-23,20,-23,20,-23,20,-23,20,-23,20,-23,21,-23,21,-23,21,-23,21,-22,22,-22,22,-21,22,-20,21,-19,21,-18,21,-17,22,-16,22,-15,22,-14,21,-13,21,-12,19,-14,19,-14,18,-13,18,-13,3,-3,dr
158,83,-80,4,0,0,0,0,0,0,0,5,0,21,0,19,-2,20,-4,19,-4,18,-5,18,-5,16,-4,16,-4,17,-4,18,-5,18,-6,17,-6,17,-6,16,-6,15,-7,16,-9,16,-8,16,-6,17,-6,16,-8,15,-10,15,-11,15,-10,15,-11,15,-12,15,-12,8,-6,16,-13,16,-14,16,-14,17,-14,17,-13,18,-14,19,-15,19,-14,20,-14,21,-15,22,-13,22,-11,22,-10,23,-9,23,-8,23,-7,23,-5,22,-4,21,-3,21,-3,21,-3,20,-1,19,1,20,3,19,1,12,-5,2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
159,83,-80,4,0,0,0,0,0,0,0,1,-2,4,-8,4,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,2,-7,1,-7,1,-7,1,-7,1,-7,0,-7,0,-7,0,-6,0,-7,0,-7,0,-7,0,-7,0,-7,-1,-7,-1,-7,-2,-7,-1,-4,-2,-7,-2,-7,-3,-8,-3,-8,-2,-8,-2,-9,-2,-9,-2,-9,-2,-9,-2,-10,-2,-10,-1,-10,-1,-10,-1,-10,0,-10,0,-10,0,-9,1,-9,1,-9,2,-8,2,-8,2,-7,2,-7,2,-6,2,-6,2,-7,0,-2,0,0,0,0,0,0,0,0,0,-2,1,-4,10,-18,9,-18,8,-17,7,-16,7,-15,6,-14,6,-14,5,-14,4,-14,4,-14,3,-14,2,-14,2,-14,2,-14,2,-14,2,-14,2,-13,1,-13,1,-13,0,-13,-1,-12,-1,-12,-1,-12,-1,-12,-2,-13,-2,-12,-3,-12,-4,-13,-4,-13,-5,-13,-6,-13,-5,-13,-5,-13,-6,-13,-6,-14,-6,-14,-6,-15,-6,-15,-6,-16,-6,-17,-6,-17,-5,-18,-5,-18,-4,-19,-4,-19,-3,-19,-2,-18,-1,-17,0,-16,0,-16,1,-15,2,-15,2,-14,2,-13,1,-12,2,-13,2,-14,0,-5,0,-1,0,0,-1,0,-1,-1,0,0,0,0,-2,0,-1,0,1,-2,9,-9,33,-27,35,-27,38,-26,40,-24,42,-21,44,-18,45,-15,46,-12,47,-9,48,-6,49,-3,48,0,47,2,45,4,44,5,42,6,40,7,38,7,38,8,37,9,36,9,36,9,35,10,34,10,35,9,35,9,35,8,32,9,32,9,32,9,31,8,31,8,32,8,32,8,33,8,33,8,32,7,33,7,33,8,33,8,34,9,33,9,33,10,32,11,31,11,30,11,29,12,28,13,28,14,27,14,26,15,24,16,22,16,23,14,23,14,22,13,22,12,3,2,dr
160,83,-80,4,0,0,0,0,0,0,0,-3,-5,-9,-19,-9,-18,-10,-17,-10,-16,-11,-15,-10,-13,-11,-13,-11,-12,-12,-12,-12,-12,-13,-12,-13,-11,-13,-11,-12,-10,-13,-9,-13,-9,-14,-8,-13,-7,-14,-6,-14,-6,-15,-5,-15,-5,-16,-5,-17,-5,-17,-4,-18,-4,-9,-2,-19,-3,-19,-3,-20,-2,-21,-2,-21,-2,-22,-2,-23,-2,-24,-3,-24,-4,-24,-4,-24,-5,-24,-7,-24,-8,-23,-9,-23,-9,-22,-9,-21,-10,-20,-10,-18,-11,-17,-11,-16,-11,-15,-11,-14,-11,-13,-10,-12,-9,-10,-8,-3,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
161,83,-80,4,0,0,0,0,0,0,0,4,-4,16,-13,15,-13,14,-13,14,-14,13,-14,12,-14,11,-14,11,-14,10,-15,11,-15,11,-15,11,-16,10,-15,9,-14,8,-14,8,-15,7,-14,6,-14,6,-14,6,-15,5,-15,5,-16,5,-16,5,-17,4,-17,4,-17,2,-9,3,-18,2,-19,1,-20,1,-20,2,-20,2,-21,2,-22,3,-22,4,-23,5,-24,5,-24,6,-23,8,-22,8,-22,8,-22,8,-22,9,-21,10,-19,10,-18,11,-17,11,-16,10,-15,10,-15,9,-14,9,-12,9,-12,2,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
162,83,-80,4,0,0,0,0,0,0,0,-6,0,-20,2,-19,3,-19,4,-19,5,-18,5,-17,6,-16,6,-16,7,-16,7,-17,7,-17,7,-17,8,-16,8,-15,8,-14,8,-14,9,-13,9,-13,9,-12,10,-12,10,-11,11,-11,12,-12,12,-12,12,-12,13,-11,14,-6,7,-11,15,-10,15,-9,16,-10,16,-10,16,-11,17,-11,18,-11,18,-12,19,-13,19,-14,18,-15,17,-16,16,-15,16,-15,17,-15,16,-16,16,-16,14,-16,13,-16,12,-15,11,-15,10,-15,9,-14,8,-13,7,-12,6,-3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
163,83,-80,4,0,0,0,0,0,0,0,0,-2,0,-7,0,-6,-1,-6,-1,-6,-1,-6,-1,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-3,-4,-3,-4,-3,-4,-3,-4,-3,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-5,-3,-5,-3,-3,-2,-6,-2,-6,-2,-6,-3,-6,-2,-6,-2,-6,-2,-6,-3,-6,-3,-7,-3,-7,-3,-7,-3,-7,-4,-7,-4,-7,-4,-6,-4,-6,-4,-6,-4,-5,-4,-5,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-2,5,-14,4,-14,3,-13,2,-12,1,-11,0,-11,-1,-11,-1,-11,-1,-10,-2,-10,-3,-9,-3,-9,-3,-9,-3,-9,-4,-9,-4,-8,-4,-8,-5,-8,-5,-7,-5,-7,-6,-7,-6,-6,-6,-6,-6,-6,-7,-6,-7,-6,-8,-6,-8,-5,-8,-5,-9,-5,-9,-6,-9,-5,-10,-5,-10,-5,-10,-4,-10,-5,-11,-5,-11,-5,-12,-5,-12,-6,-12,-6,-12,-6,-12,-7,-12,-8,-12,-8,-12,-8,-11,-8,-10,-8,-9,-8,-9,-8,-9,-8,-8,-9,-8,-8,-7,-8,-7,-8,-6,-7,-5,-8,-2,-3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,6,-4,26,-15,28,-14,30,-13,32,-12,33,-10,33,-7,33,-5,34,-3,35,-2,35,0,35,2,35,3,34,5,33,6,31,6,31,6,30,7,28,7,27,7,26,7,26,8,26,7,25,7,25,7,25,7,25,6,25,7,23,6,23,5,23,4,23,4,23,4,23,4,23,4,24,4,24,3,24,2,24,2,24,3,25,3,24,3,24,2,24,3,25,3,23,4,22,4,22,4,21,4,21,5,20,5,20,5,19,5,18,6,18,7,18,6,17,6,17,6,1,0,dr
164,83,-80,4,0,0,0,0,0,0,0,4,1,18,4,18,3,18,2,18,1,17,0,16,0,16,-1,16,-2,16,-2,16,-3,16,-3,17,-4,17,-4,17,-4,16,-4,16,-5,15,-5,14,-5,14,-6,15,-7,15,-7,15,-7,15,-7,15,-8,16,-9,17,-9,8,-5,17,-9,17,-9,17,-10,17,-10,17,-10,18,-10,19,-10,20,-10,20,-10,20,-10,21,-9,21,-8,22,-7,22,-7,22,-5,22,-4,21,-4,20,-2,19,-1,18,-1,17,0,17,0,15,0,14,0,14,0,13,-1,3,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
165,83,-80,4,0,0,0,0,0,0,0,-4,-4,-14,-13,-14,-12,-14,-11,-14,-10,-14,-9,-14,-8,-14,-8,-14,-8,-15,-7,-15,-7,-16,-7,-16,-7,-15,-7,-15,-6,-14,-6,-15,-5,-15,-4,-14,-4,-15,-3,-15,-3,-15,-2,-15,-2,-16,-2,-16,-2,-17,-1,-17,-1,-9,-1,-17,0,-18,1,-18,1,-19,1,-19,1,-20,1,-20,1,-21,0,-21,0,-22,0,-21,-1,-21,-3,-21,-3,-21,-3,-21,-3,-20,-4,-20,-5,-19,-6,-17,-6,-17,-6,-16,-6,-15,-6,-14,-6,-13,-6,-12,-6,-12,-5,-4,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
166,83,-80,4,0,0,0,0,0,0,0,2,4,8,18,9,17,10,16,10,15,10,15,10,14,11,13,11,12,11,12,12,12,12,12,13,12,12,11,12,11,12,10,13,9,12,8,12,7,13,7,13,7,14,7,15,7,15,7,15,7,16,7,16,7,8,3,17,6,17,5,18,5,18,5,18,5,19,5,20,6,20,7,21,7,22,8,21,9,20,10,19,11,19,10,19,10,19,11,18,12,16,12,15,12,14,12,13,12,12,12,12,12,11,11,10,10,9,10,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
167,83,-80,4,0,0,0,0,0,0,0,2,-4,10,-16,9,-15,8,-16,7,-16,7,-16,6,-15,5,-15,5,-16,4,-16,4,-16,3,-17,3,-17,3,-17,3,-16,3,-16,2,-16,2,-15,1,-14,0,-14,0,-15,-1,-15,-1,-15,-1,-15,-2,-16,-2,-17,-2,-17,-2,-9,-3,-18,-4,-18,-4,-19,-4,-18,-4,-19,-4,-20,-4,-21,-4,-21,-3,-21,-3,-21,-3,-21,-2,-22,-1,-22,0,-22,1,-21,2,-21,2,-21,3,-19,4,-18,4,-17,4,-16,4,-16,4,-15,3,-14,3,-14,4,-13,1,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
168,83,-80,4,0,0,0,0,0,0,0,-2,4,-6,17,-5,17,-4,17,-3,17,-2,16,-2,16,-1,15,-1,15,-1,15,-1,15,0,16,0,16,0,15,0,14,1,13,2,13,3,13,3,13,3,13,4,13,5,13,5,13,5,13,5,14,6,14,6,14,3,7,7,14,9,14,9,14,9,15,9,15,9,16,10,16,10,17,10,18,9,19,8,19,7,20,5,19,5,19,6,19,5,20,4,20,2,19,2,18,1,17,1,16,0,15,-1,15,-1,14,-1,12,-2,10,-1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
169,83,-80,4,0,0,0,0,0,0,0,-2,0,-7,2,-6,3,-6,3,-6,3,-5,3,-5,3,-5,3,-5,3,-5,3,-4,3,-4,4,-4,4,-4,4,-3,4,-3,4,-3,4,-2,4,-2,4,-2,4,-2,5,-2,5,-1,5,-1,5,-1,6,-1,6,-1,6,-1,3,0,6,0,6,0,6,0,7,0,7,0,7,-1,8,-1,8,0,8,-1,8,-1,8,-1,8,-2,8,-2,8,-2,8,-3,8,-3,8,-3,7,-3,7,-4,6,-4,6,-4,6,-4,5,-3,5,-3,4,-4,4,-1,1,0,0,0,0,0,0,0,0,-2,0,-4,1,-16,8,-15,8,-13,8,-12,9,-11,7,-10,7,-10,7,-9,7,-9,7,-8,7,-8,7,-7,7,-7,8,-6,8,-6,8,-6,8,-5,8,-4,8,-4,8,-3,8,-2,8,-2,8,-1,8,-1,9,-1,9,-1,10,-1,10,0,11,0,11,1,11,2,11,1,11,1,11,1,12,2,12,2,13,2,13,2,14,2,14,2,15,1,15,1,16,0,16,0,16,-1,16,-1,16,-2,15,-3,14,-3,13,-4,13,-4,12,-4,12,-4,11,-4,11,-4,10,-4,9,-5,9,-2,2,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-10,-2,-39,-6,-40,-7,-42,-10,-43,-13,-42,-16,-40,-18,-39,-21,-38,-24,-38,-26,-36,-29,-34,-31,-32,-32,-31,-32,-29,-32,-27,-32,-26,-32,-25,-31,-24,-30,-22,-29,-20,-29,-20,-30,-20,-30,-19,-29,-19,-29,-19,-29,-20,-29,-22,-26,-18,-27,-18,-26,-19,-25,-19,-24,-19,-25,-19,-25,-19,-25,-20,-26,-20,-25,-20,-24,-20,-24,-20,-25,-21,-25,-21,-25,-20,-25,-20,-25,-19,-25,-18,-25,-17,-24,-16,-24,-15,-25,-14,-25,-14,-25,-13,-24,-12,-24,-11,-23,-13,-20,-13,-20,-13,-19,-13,-18,-2,-3,dr
170,83,-80,4,0,0,0,0,0,0,0,0,-2,3,-7,3,-7,2,-7,2,-7,1,-7,1,-7,1,-6,1,-6,1,-7,1,-7,1,-7,1,-7,0,-7,0,-6,0,-6,-1,-6,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-3,-6,-2,-3,-4,-6,-4,-6,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-8,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-2,-9,-2,-8,-1,-8,-1,-8,-1,-8,0,-7,0,-7,-1,-6,-1,-6,0,-7,0,-2,0,0,0,0,0,0,0,0,0,-2,0,-4,3,-18,3,-17,3,-17,2,-15,3,-14,2,-14,1,-14,1,-13,0,-13,0,-13,0,-12,-1,-12,-1,-13,-1,-13,-1,-13,-1,-13,-1,-12,-2,-12,-2,-11,-3,-11,-4,-10,-5,-10,-5,-10,-5,-10,-4,-10,-5,-10,-5,-10,-6,-10,-6,-11,-7,-11,-8,-10,-8,-10,-8,-10,-9,-10,-9,-10,-9,-10,-9,-11,-10,-12,-10,-12,-10,-13,-10,-14,-9,-15,-9,-15,-9,-15,-8,-15,-8,-15,-7,-15,-6,-15,-5,-15,-4,-14,-4,-14,-3,-13,-3,-13,-2,-12,-2,-12,-2,-12,-2,-12,-1,-4,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-2,7,-8,27,-25,29,-24,31,-24,33,-23,35,-20,36,-18,37,-16,38,-13,40,-10,41,-7,42,-4,42,-2,40,0,39,1,37,1,36,2,34,2,33,2,32,3,32,4,32,5,31,5,30,5,30,5,30,6,30,6,31,-2,27,4,28,3,28,3,28,2,28,2,28,3,28,3,29,2,29,2,29,2,29,3,29,3,30,3,30,3,30,3,30,4,29,4,28,5,27,5,27,6,26,7,26,8,25,8,24,9,23,10,21,10,23,5,23,5,22,4,21,3,3,0,dr
171,83,-80,4,0,0,0,0,0,0,0,-1,1,-3,6,-2,6,-2,6,-1,6,-1,6,-1,5,-1,5,-1,5,0,5,0,5,0,5,0,5,0,5,0,5,1,4,1,4,2,4,2,4,2,4,2,4,2,4,3,4,3,4,3,4,3,5,4,5,2,2,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,4,7,4,7,4,7,4,7,3,7,3,7,2,7,2,7,2,7,1,6,1,6,1,6,1,5,1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,15,5,14,5,13,5,12,1,11,1,11,2,11,2,10,2,9,3,9,3,9,3,8,4,8,4,8,4,8,4,7,4,7,5,7,5,6,5,6,6,5,6,5,7,5,7,5,7,5,8,5,8,5,8,5,9,5,9,5,12,1,9,4,10,4,10,4,10,4,10,4,11,4,11,4,12,4,12,5,13,6,12,7,12,7,12,8,12,8,11,8,10,8,10,9,9,9,8,9,8,9,7,9,6,8,6,8,5,8,4,8,3,7,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,-1,-1,1,-5,9,-18,31,-19,31,-22,31,-25,31,-27,29,-28,28,-30,26,-32,25,-35,23,-37,21,-39,19,-39,17,-38,14,-37,13,-37,11,-37,10,-35,9,-34,8,-34,7,-34,6,-34,5,-33,5,-33,5,-32,4,-32,4,-32,4,-30,14,-30,4,-29,4,-29,5,-29,4,-28,4,-28,4,-28,4,-29,5,-29,6,-29,6,-29,6,-29,6,-28,5,-29,5,-29,5,-29,4,-28,4,-28,3,-27,3,-26,2,-26,1,-26,0,-26,0,-25,-1,-24,-2,-23,-2,-23,7,-22,7,-21,7,-20,6,-4,1,dr
172,83,-80,4,0,0,0,0,0,0,0,-2,4,-7,19,-6,18,-5,18,-4,18,-3,17,-3,16,-2,16,-1,16,-1,16,0,16,1,17,2,17,2,16,2,16,2,15,3,15,3,14,4,14,4,14,5,14,6,14,6,15,6,15,7,15,8,15,9,15,4,8,10,15,10,15,10,15,11,15,11,15,12,16,13,18,12,18,12,19,12,19,12,19,11,20,10,21,9,21,8,21,7,21,6,21,5,20,4,20,3,19,2,18,1,17,2,16,2,15,1,14,0,14,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
173,83,-80,4,0,0,0,0,0,0,0,-2,-5,-9,-18,-9,-17,-10,-17,-11,-16,-11,-14,-11,-13,-11,-12,-11,-12,-11,-12,-12,-12,-13,-12,-13,-11,-13,-11,-13,-10,-13,-9,-14,-8,-14,-8,-13,-7,-14,-6,-15,-6,-15,-6,-16,-5,-15,-6,-16,-6,-18,-6,-18,-5,-10,-3,-19,-4,-20,-4,-20,-4,-20,-4,-21,-4,-22,-4,-23,-5,-23,-6,-23,-6,-24,-7,-23,-8,-22,-9,-22,-11,-22,-10,-21,-10,-21,-11,-20,-12,-18,-12,-17,-12,-16,-12,-15,-12,-14,-11,-13,-11,-12,-11,-11,-10,-10,-9,-3,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
